ADDPD_m_x;Lp_m_x.tmp;32;ADDPD;m128;xmm;;
ADDPS_m_x;Lp_m_x.tmp;32;ADDPS;m128;xmm;;
ADDSUBPD_m_x;Lp_m_x.tmp;32;ADDSUBPD;m128;xmm;;
ADDSUBPS_m_x;Lp_m_x.tmp;32;ADDSUBPS;m128;xmm;;
AESDEC_m_x;Lp_m_x.tmp;32;AESDEC;m128;xmm;;
AESDECLAST_m_x;Lp_m_x.tmp;32;AESDECLAST;m128;xmm;;
AESENC_m_x;Lp_m_x.tmp;32;AESENC;m128;xmm;;
AESENCLAST_m_x;Lp_m_x.tmp;32;AESENCLAST;m128;xmm;;
AESIMC_m_x;Lp_m_x.tmp;32;AESIMC;m128;xmm;;
ANDNPD_m_x;Lp_m_x.tmp;32;ANDNPD;m128;xmm;;
ANDNPS_m_x;Lp_m_x.tmp;32;ANDNPS;m128;xmm;;
ANDPD_m_x;Lp_m_x.tmp;32;ANDPD;m128;xmm;;
ANDPS_m_x;Lp_m_x.tmp;32;ANDPS;m128;xmm;;
BLENDVPD_m_x;Lp_m_x.tmp;32;BLENDVPD;m128;xmm;;
BLENDVPS_m_x;Lp_m_x.tmp;32;BLENDVPS;m128;xmm;;
CVTDQ2PS_m_x;Lp_m_x.tmp;32;CVTDQ2PS;m128;xmm;;
CVTPD2DQ_m_x;Lp_m_x.tmp;32;CVTPD2DQ;m128;xmm;;
CVTPD2PS_m_x;Lp_m_x.tmp;32;CVTPD2PS;m128;xmm;;
CVTPS2DQ_m_x;Lp_m_x.tmp;32;CVTPS2DQ;m128;xmm;;
CVTTPD2DQ_m_x;Lp_m_x.tmp;32;CVTTPD2DQ;m128;xmm;;
CVTTPS2DQ_m_x;Lp_m_x.tmp;32;CVTTPS2DQ;m128;xmm;;
DIVPD_m_x;Lp_m_x.tmp;32;DIVPD;m128;xmm;;
DIVPS_m_x;Lp_m_x.tmp;32;DIVPS;m128;xmm;;
HADDPD_m_x;Lp_m_x.tmp;32;HADDPD;m128;xmm;;
HADDPS_m_x;Lp_m_x.tmp;32;HADDPS;m128;xmm;;
HSUBPD_m_x;Lp_m_x.tmp;32;HSUBPD;m128;xmm;;
HSUBPS_m_x;Lp_m_x.tmp;32;HSUBPS;m128;xmm;;
MAXPD_m_x;Lp_m_x.tmp;32;MAXPD;m128;xmm;;
MAXPS_m_x;Lp_m_x.tmp;32;MAXPS;m128;xmm;;
MINPD_m_x;Lp_m_x.tmp;32;MINPD;m128;xmm;;
MINPS_m_x;Lp_m_x.tmp;32;MINPS;m128;xmm;;
MOVAPD_m_x;Lp_m_x.tmp;32;MOVAPD;m128;xmm;;
MOVAPS_m_x;Lp_m_x.tmp;32;MOVAPS;m128;xmm;;
MOVDQA_m_x;Lp_m_x.tmp;32;MOVDQA;m128;xmm;;
MOVDQU_m_x;Lp_m_x.tmp;32;MOVDQU;m128;xmm;;
MOVNTDQA_m_x;Lp_m_x.tmp;32;MOVNTDQA;m128;xmm;;
MOVSHDUP_m_x;Lp_m_x.tmp;32;MOVSHDUP;m128;xmm;;
MOVSLDUP_m_x;Lp_m_x.tmp;32;MOVSLDUP;m128;xmm;;
MOVUPD_m_x;Lp_m_x.tmp;32;MOVUPD;m128;xmm;;
MOVUPS_m_x;Lp_m_x.tmp;32;MOVUPS;m128;xmm;;
MULPD_m_x;Lp_m_x.tmp;32;MULPD;m128;xmm;;
MULPS_m_x;Lp_m_x.tmp;32;MULPS;m128;xmm;;
ORPD_m_x;Lp_m_x.tmp;32;ORPD;m128;xmm;;
ORPS_m_x;Lp_m_x.tmp;32;ORPS;m128;xmm;;
PABSB_m_x;Lp_m_x.tmp;32;PABSB;m128;xmm;;
PABSD_m_x;Lp_m_x.tmp;32;PABSD;m128;xmm;;
PABSW_m_x;Lp_m_x.tmp;32;PABSW;m128;xmm;;
PACKSSDW_m_x;Lp_m_x.tmp;32;PACKSSDW;m128;xmm;;
PACKSSWB_m_x;Lp_m_x.tmp;32;PACKSSWB;m128;xmm;;
PACKUSDW_m_x;Lp_m_x.tmp;32;PACKUSDW;m128;xmm;;
PACKUSWB_m_x;Lp_m_x.tmp;32;PACKUSWB;m128;xmm;;
PADDB_m_x;Lp_m_x.tmp;32;PADDB;m128;xmm;;
PADDD_m_x;Lp_m_x.tmp;32;PADDD;m128;xmm;;
PADDQ_m_x;Lp_m_x.tmp;32;PADDQ;m128;xmm;;
PADDSB_m_x;Lp_m_x.tmp;32;PADDSB;m128;xmm;;
PADDSW_m_x;Lp_m_x.tmp;32;PADDSW;m128;xmm;;
PADDUSB_m_x;Lp_m_x.tmp;32;PADDUSB;m128;xmm;;
PADDUSW_m_x;Lp_m_x.tmp;32;PADDUSW;m128;xmm;;
PADDW_m_x;Lp_m_x.tmp;32;PADDW;m128;xmm;;
PAND_m_x;Lp_m_x.tmp;32;PAND;m128;xmm;;
PANDN_m_x;Lp_m_x.tmp;32;PANDN;m128;xmm;;
PAVGB_m_x;Lp_m_x.tmp;32;PAVGB;m128;xmm;;
PAVGW_m_x;Lp_m_x.tmp;32;PAVGW;m128;xmm;;
PCMPEQB_m_x;Lp_m_x.tmp;32;PCMPEQB;m128;xmm;;
PCMPEQD_m_x;Lp_m_x.tmp;32;PCMPEQD;m128;xmm;;
PCMPEQQ_m_x;Lp_m_x.tmp;32;PCMPEQQ;m128;xmm;;
PCMPEQW_m_x;Lp_m_x.tmp;32;PCMPEQW;m128;xmm;;
PCMPGTB_m_x;Lp_m_x.tmp;32;PCMPGTB;m128;xmm;;
PCMPGTD_m_x;Lp_m_x.tmp;32;PCMPGTD;m128;xmm;;
PCMPGTQ_m_x;Lp_m_x.tmp;32;PCMPGTQ;m128;xmm;;
PCMPGTW_m_x;Lp_m_x.tmp;32;PCMPGTW;m128;xmm;;
PHADDD_m_x;Lp_m_x.tmp;32;PHADDD;m128;xmm;;
PHADDSW_m_x;Lp_m_x.tmp;32;PHADDSW;m128;xmm;;
PHADDW_m_x;Lp_m_x.tmp;32;PHADDW;m128;xmm;;
PHMINPOSUW_m_x;Lp_m_x.tmp;32;PHMINPOSUW;m128;xmm;;
PHSUBD_m_x;Lp_m_x.tmp;32;PHSUBD;m128;xmm;;
PHSUBSW_m_x;Lp_m_x.tmp;32;PHSUBSW;m128;xmm;;
PHSUBW_m_x;Lp_m_x.tmp;32;PHSUBW;m128;xmm;;
PMADDUBSW_m_x;Lp_m_x.tmp;32;PMADDUBSW;m128;xmm;;
PMADDWD_m_x;Lp_m_x.tmp;32;PMADDWD;m128;xmm;;
PMAXSB_m_x;Lp_m_x.tmp;32;PMAXSB;m128;xmm;;
PMAXSD_m_x;Lp_m_x.tmp;32;PMAXSD;m128;xmm;;
PMAXSW_m_x;Lp_m_x.tmp;32;PMAXSW;m128;xmm;;
PMAXUB_m_x;Lp_m_x.tmp;32;PMAXUB;m128;xmm;;
PMAXUD_m_x;Lp_m_x.tmp;32;PMAXUD;m128;xmm;;
PMAXUW_m_x;Lp_m_x.tmp;32;PMAXUW;m128;xmm;;
PMINSB_m_x;Lp_m_x.tmp;32;PMINSB;m128;xmm;;
PMINSD_m_x;Lp_m_x.tmp;32;PMINSD;m128;xmm;;
PMINSW_m_x;Lp_m_x.tmp;32;PMINSW;m128;xmm;;
PMINUB_m_x;Lp_m_x.tmp;32;PMINUB;m128;xmm;;
PMINUD_m_x;Lp_m_x.tmp;32;PMINUD;m128;xmm;;
PMINUW_m_x;Lp_m_x.tmp;32;PMINUW;m128;xmm;;
PMULDQ_m_x;Lp_m_x.tmp;32;PMULDQ;m128;xmm;;
PMULHRSW_m_x;Lp_m_x.tmp;32;PMULHRSW;m128;xmm;;
PMULHUW_m_x;Lp_m_x.tmp;32;PMULHUW;m128;xmm;;
PMULHW_m_x;Lp_m_x.tmp;32;PMULHW;m128;xmm;;
PMULLD_m_x;Lp_m_x.tmp;32;PMULLD;m128;xmm;;
PMULLW_m_x;Lp_m_x.tmp;32;PMULLW;m128;xmm;;
PMULUDQ_m_x;Lp_m_x.tmp;32;PMULUDQ;m128;xmm;;
POR_m_x;Lp_m_x.tmp;32;POR;m128;xmm;;
PSADBW_m_x;Lp_m_x.tmp;32;PSADBW;m128;xmm;;
PSHUFB_m_x;Lp_m_x.tmp;32;PSHUFB;m128;xmm;;
PSIGNB_m_x;Lp_m_x.tmp;32;PSIGNB;m128;xmm;;
PSIGND_m_x;Lp_m_x.tmp;32;PSIGND;m128;xmm;;
PSIGNW_m_x;Lp_m_x.tmp;32;PSIGNW;m128;xmm;;
PSLLD_m_x;Lp_m_x.tmp;32;PSLLD;m128;xmm;;
PSLLQ_m_x;Lp_m_x.tmp;32;PSLLQ;m128;xmm;;
PSLLW_m_x;Lp_m_x.tmp;32;PSLLW;m128;xmm;;
PSRAD_m_x;Lp_m_x.tmp;32;PSRAD;m128;xmm;;
PSRAW_m_x;Lp_m_x.tmp;32;PSRAW;m128;xmm;;
PSRLD_m_x;Lp_m_x.tmp;32;PSRLD;m128;xmm;;
PSRLQ_m_x;Lp_m_x.tmp;32;PSRLQ;m128;xmm;;
PSRLW_m_x;Lp_m_x.tmp;32;PSRLW;m128;xmm;;
PSUBB_m_x;Lp_m_x.tmp;32;PSUBB;m128;xmm;;
PSUBD_m_x;Lp_m_x.tmp;32;PSUBD;m128;xmm;;
PSUBQ_m_x;Lp_m_x.tmp;32;PSUBQ;m128;xmm;;
PSUBSB_m_x;Lp_m_x.tmp;32;PSUBSB;m128;xmm;;
PSUBSW_m_x;Lp_m_x.tmp;32;PSUBSW;m128;xmm;;
PSUBUSB_m_x;Lp_m_x.tmp;32;PSUBUSB;m128;xmm;;
PSUBUSW_m_x;Lp_m_x.tmp;32;PSUBUSW;m128;xmm;;
PSUBW_m_x;Lp_m_x.tmp;32;PSUBW;m128;xmm;;
PTEST_m_x;Lp_m_x.tmp;32;PTEST;m128;xmm;;
PUNPCKHBW_m_x;Lp_m_x.tmp;32;PUNPCKHBW;m128;xmm;;
PUNPCKHDQ_m_x;Lp_m_x.tmp;32;PUNPCKHDQ;m128;xmm;;
PUNPCKHQDQ_m_x;Lp_m_x.tmp;32;PUNPCKHQDQ;m128;xmm;;
PUNPCKHWD_m_x;Lp_m_x.tmp;32;PUNPCKHWD;m128;xmm;;
PUNPCKLBW_m_x;Lp_m_x.tmp;32;PUNPCKLBW;m128;xmm;;
PUNPCKLDQ_m_x;Lp_m_x.tmp;32;PUNPCKLDQ;m128;xmm;;
PUNPCKLQDQ_m_x;Lp_m_x.tmp;32;PUNPCKLQDQ;m128;xmm;;
PUNPCKLWD_m_x;Lp_m_x.tmp;32;PUNPCKLWD;m128;xmm;;
PXOR_m_x;Lp_m_x.tmp;32;PXOR;m128;xmm;;
RCPPS_m_x;Lp_m_x.tmp;32;RCPPS;m128;xmm;;
RSQRTPS_m_x;Lp_m_x.tmp;32;RSQRTPS;m128;xmm;;
SQRTPD_m_x;Lp_m_x.tmp;32;SQRTPD;m128;xmm;;
SQRTPS_m_x;Lp_m_x.tmp;32;SQRTPS;m128;xmm;;
SUBPD_m_x;Lp_m_x.tmp;32;SUBPD;m128;xmm;;
SUBPS_m_x;Lp_m_x.tmp;32;SUBPS;m128;xmm;;
UNPCKHPD_m_x;Lp_m_x.tmp;32;UNPCKHPD;m128;xmm;;
UNPCKHPS_m_x;Lp_m_x.tmp;32;UNPCKHPS;m128;xmm;;
UNPCKLPD_m_x;Lp_m_x.tmp;32;UNPCKLPD;m128;xmm;;
UNPCKLPS_m_x;Lp_m_x.tmp;32;UNPCKLPS;m128;xmm;;
VAESIMC_m_x;Lp_m_x.tmp;32;VAESIMC;m128;xmm;;
VCVTDQ2PS_m_x;Lp_m_x.tmp;32;VCVTDQ2PS;m128;xmm;;
VCVTPS2DQ_m_x;Lp_m_x.tmp;32;VCVTPS2DQ;m128;xmm;;
VCVTTPS2DQ_m_x;Lp_m_x.tmp;32;VCVTTPS2DQ;m128;xmm;;
VLDDQU_m_x;Lp_m_x.tmp;32;VLDDQU;m128;xmm;;
VMOVAPD_m_x;Lp_m_x.tmp;32;VMOVAPD;m128;xmm;;
VMOVAPS_m_x;Lp_m_x.tmp;32;VMOVAPS;m128;xmm;;
VMOVDQA_m_x;Lp_m_x.tmp;32;VMOVDQA;m128;xmm;;
VMOVDQU_m_x;Lp_m_x.tmp;32;VMOVDQU;m128;xmm;;
VMOVNTDQA_m_x;Lp_m_x.tmp;32;VMOVNTDQA;m128;xmm;;
VMOVSHDUP_m_x;Lp_m_x.tmp;32;VMOVSHDUP;m128;xmm;;
VMOVSLDUP_m_x;Lp_m_x.tmp;32;VMOVSLDUP;m128;xmm;;
VMOVUPD_m_x;Lp_m_x.tmp;32;VMOVUPD;m128;xmm;;
VMOVUPS_m_x;Lp_m_x.tmp;32;VMOVUPS;m128;xmm;;
VPABSB_m_x;Lp_m_x.tmp;32;VPABSB;m128;xmm;;
VPABSD_m_x;Lp_m_x.tmp;32;VPABSD;m128;xmm;;
VPABSW_m_x;Lp_m_x.tmp;32;VPABSW;m128;xmm;;
VPHMINPOSUW_m_x;Lp_m_x.tmp;32;VPHMINPOSUW;m128;xmm;;
VPTEST_m_x;Lp_m_x.tmp;32;VPTEST;m128;xmm;;
VRCPPS_m_x;Lp_m_x.tmp;32;VRCPPS;m128;xmm;;
VRSQRTPS_m_x;Lp_m_x.tmp;32;VRSQRTPS;m128;xmm;;
VSQRTPD_m_x;Lp_m_x.tmp;32;VSQRTPD;m128;xmm;;
VSQRTPS_m_x;Lp_m_x.tmp;32;VSQRTPS;m128;xmm;;
VTESTPD_m_x;Lp_m_x.tmp;32;VTESTPD;m128;xmm;;
VTESTPS_m_x;Lp_m_x.tmp;32;VTESTPS;m128;xmm;;
XORPD_m_x;Lp_m_x.tmp;32;XORPD;m128;xmm;;
XORPS_m_x;Lp_m_x.tmp;32;XORPS;m128;xmm;;
